Tweet,Sarcasm,word_tokens,char_tokens,sentence_tokens,subword_tokens,lemmatized_tweet
"WOW,  looks awful!",yes,"['wow', ',', 'looks', 'awful', '!']","['W', 'O', 'W', ',', ' ', ' ', 'l', 'o', 'o', 'k', 's', ' ', 'a', 'w', 'f', 'u', 'l', '!']","['WOW,  looks awful!']","['wow', ',', 'looks', 'awful', '!']","WOW , look awful !"
He doesnt care what you have to say,yes,"['he', 'doesn', '##t', 'care', 'what', 'you', 'have', 'to', 'say']","['H', 'e', ' ', 'd', 'o', 'e', 's', 'n', 't', ' ', 'c', 'a', 'r', 'e', ' ', 'w', 'h', 'a', 't', ' ', 'y', 'o', 'u', ' ', 'h', 'a', 'v', 'e', ' ', 't', 'o', ' ', 's', 'a', 'y']",['He doesnt care what you have to say'],"['he', 'doesn', '##t', 'care', 'what', 'you', 'have', 'to', 'say']",He doesnt care what you have to say
I love listening to Cheerleader when I am working out! Thanks 24 Hour Fitness!,yes,"['i', 'love', 'listening', 'to', 'cheer', '##leader', 'when', 'i', 'am', 'working', 'out', '!', 'thanks', '24', 'hour', 'fitness', '!']","['I', ' ', 'l', 'o', 'v', 'e', ' ', 'l', 'i', 's', 't', 'e', 'n', 'i', 'n', 'g', ' ', 't', 'o', ' ', 'C', 'h', 'e', 'e', 'r', 'l', 'e', 'a', 'd', 'e', 'r', ' ', 'w', 'h', 'e', 'n', ' ', 'I', ' ', 'a', 'm', ' ', 'w', 'o', 'r', 'k', 'i', 'n', 'g', ' ', 'o', 'u', 't', '!', ' ', 'T', 'h', 'a', 'n', 'k', 's', ' ', '2', '4', ' ', 'H', 'o', 'u', 'r', ' ', 'F', 'i', 't', 'n', 'e', 's', 's', '!']","['I love listening to Cheerleader when I am working out!', 'Thanks 24 Hour Fitness!']","['i', 'love', 'listening', 'to', 'cheer', '##leader', 'when', 'i', 'am', 'working', 'out', '!', 'thanks', '24', 'hour', 'fitness', '!']",I love listening to Cheerleader when I am working out ! Thanks 24 Hour Fitness !
I am just gonna stop tweeting just to make you happy smiling_face_with_smiling_eyes,yes,"['i', 'am', 'just', 'gonna', 'stop', 't', '##wee', '##ting', 'just', 'to', 'make', 'you', 'happy', 'smiling', '_', 'face', '_', 'with', '_', 'smiling', '_', 'eyes']","['I', ' ', 'a', 'm', ' ', 'j', 'u', 's', 't', ' ', 'g', 'o', 'n', 'n', 'a', ' ', 's', 't', 'o', 'p', ' ', 't', 'w', 'e', 'e', 't', 'i', 'n', 'g', ' ', 'j', 'u', 's', 't', ' ', 't', 'o', ' ', 'm', 'a', 'k', 'e', ' ', 'y', 'o', 'u', ' ', 'h', 'a', 'p', 'p', 'y', ' ', 's', 'm', 'i', 'l', 'i', 'n', 'g', '_', 'f', 'a', 'c', 'e', '_', 'w', 'i', 't', 'h', '_', 's', 'm', 'i', 'l', 'i', 'n', 'g', '_', 'e', 'y', 'e', 's']",['I am just gonna stop tweeting just to make you happy smiling_face_with_smiling_eyes'],"['i', 'am', 'just', 'gonna', 'stop', 't', '##wee', '##ting', 'just', 'to', 'make', 'you', 'happy', 'smiling', '_', 'face', '_', 'with', '_', 'smiling', '_', 'eyes']",I am just gon na stop tweeting just to make you happy smiling_face_with_smiling_eyes
I am baffled sometimes when I see nobody out on the course.,yes,"['i', 'am', 'baffled', 'sometimes', 'when', 'i', 'see', 'nobody', 'out', 'on', 'the', 'course', '.']","['I', ' ', 'a', 'm', ' ', 'b', 'a', 'f', 'f', 'l', 'e', 'd', ' ', 's', 'o', 'm', 'e', 't', 'i', 'm', 'e', 's', ' ', 'w', 'h', 'e', 'n', ' ', 'I', ' ', 's', 'e', 'e', ' ', 'n', 'o', 'b', 'o', 'd', 'y', ' ', 'o', 'u', 't', ' ', 'o', 'n', ' ', 't', 'h', 'e', ' ', 'c', 'o', 'u', 'r', 's', 'e', '.']",['I am baffled sometimes when I see nobody out on the course.'],"['i', 'am', 'baffled', 'sometimes', 'when', 'i', 'see', 'nobody', 'out', 'on', 'the', 'course', '.']",I am baffled sometimes when I see nobody out on the course .
"Past few nights have been rough. Cant get too hot or my body starts looking all splotchy. Thanks, allergic reaction.",yes,"['past', 'few', 'nights', 'have', 'been', 'rough', '.', 'can', '##t', 'get', 'too', 'hot', 'or', 'my', 'body', 'starts', 'looking', 'all', 'sp', '##lot', '##chy', '.', 'thanks', ',', 'allergic', 'reaction', '.']","['P', 'a', 's', 't', ' ', 'f', 'e', 'w', ' ', 'n', 'i', 'g', 'h', 't', 's', ' ', 'h', 'a', 'v', 'e', ' ', 'b', 'e', 'e', 'n', ' ', 'r', 'o', 'u', 'g', 'h', '.', ' ', 'C', 'a', 'n', 't', ' ', 'g', 'e', 't', ' ', 't', 'o', 'o', ' ', 'h', 'o', 't', ' ', 'o', 'r', ' ', 'm', 'y', ' ', 'b', 'o', 'd', 'y', ' ', 's', 't', 'a', 'r', 't', 's', ' ', 'l', 'o', 'o', 'k', 'i', 'n', 'g', ' ', 'a', 'l', 'l', ' ', 's', 'p', 'l', 'o', 't', 'c', 'h', 'y', '.', ' ', 'T', 'h', 'a', 'n', 'k', 's', ',', ' ', 'a', 'l', 'l', 'e', 'r', 'g', 'i', 'c', ' ', 'r', 'e', 'a', 'c', 't', 'i', 'o', 'n', '.']","['Past few nights have been rough.', 'Cant get too hot or my body starts looking all splotchy.', 'Thanks, allergic reaction.']","['past', 'few', 'nights', 'have', 'been', 'rough', '.', 'can', '##t', 'get', 'too', 'hot', 'or', 'my', 'body', 'starts', 'looking', 'all', 'sp', '##lot', '##chy', '.', 'thanks', ',', 'allergic', 'reaction', '.']","Past few night have been rough . Cant get too hot or my body start looking all splotchy . Thanks , allergic reaction ."
I have earned my  I am better thannnnn everyone,yes,"['i', 'have', 'earned', 'my', 'i', 'am', 'better', 'than', '##nn', '##nn', 'everyone']","['I', ' ', 'h', 'a', 'v', 'e', ' ', 'e', 'a', 'r', 'n', 'e', 'd', ' ', 'm', 'y', ' ', ' ', 'I', ' ', 'a', 'm', ' ', 'b', 'e', 't', 't', 'e', 'r', ' ', 't', 'h', 'a', 'n', 'n', 'n', 'n', 'n', ' ', 'e', 'v', 'e', 'r', 'y', 'o', 'n', 'e']",['I have earned my  I am better thannnnn everyone'],"['i', 'have', 'earned', 'my', 'i', 'am', 'better', 'than', '##nn', '##nn', 'everyone']",I have earned my I am better thannnnn everyone
"We saw all the kids before they went to school, now I cannot wait for Facebook to show me them after!",yes,"['we', 'saw', 'all', 'the', 'kids', 'before', 'they', 'went', 'to', 'school', ',', 'now', 'i', 'cannot', 'wait', 'for', 'facebook', 'to', 'show', 'me', 'them', 'after', '!']","['W', 'e', ' ', 's', 'a', 'w', ' ', 'a', 'l', 'l', ' ', 't', 'h', 'e', ' ', 'k', 'i', 'd', 's', ' ', 'b', 'e', 'f', 'o', 'r', 'e', ' ', 't', 'h', 'e', 'y', ' ', 'w', 'e', 'n', 't', ' ', 't', 'o', ' ', 's', 'c', 'h', 'o', 'o', 'l', ',', ' ', 'n', 'o', 'w', ' ', 'I', ' ', 'c', 'a', 'n', 'n', 'o', 't', ' ', 'w', 'a', 'i', 't', ' ', 'f', 'o', 'r', ' ', 'F', 'a', 'c', 'e', 'b', 'o', 'o', 'k', ' ', 't', 'o', ' ', 's', 'h', 'o', 'w', ' ', 'm', 'e', ' ', 't', 'h', 'e', 'm', ' ', 'a', 'f', 't', 'e', 'r', '!']","['We saw all the kids before they went to school, now I cannot wait for Facebook to show me them after!']","['we', 'saw', 'all', 'the', 'kids', 'before', 'they', 'went', 'to', 'school', ',', 'now', 'i', 'cannot', 'wait', 'for', 'facebook', 'to', 'show', 'me', 'them', 'after', '!']","We saw all the kid before they went to school , now I can not wait for Facebook to show me them after !"
Love being sarcastic OK_hand_mediumlight_skin_tone,yes,"['love', 'being', 'sarcastic', 'ok', '_', 'hand', '_', 'medium', '##light', '_', 'skin', '_', 'tone']","['L', 'o', 'v', 'e', ' ', 'b', 'e', 'i', 'n', 'g', ' ', 's', 'a', 'r', 'c', 'a', 's', 't', 'i', 'c', ' ', 'O', 'K', '_', 'h', 'a', 'n', 'd', '_', 'm', 'e', 'd', 'i', 'u', 'm', 'l', 'i', 'g', 'h', 't', '_', 's', 'k', 'i', 'n', '_', 't', 'o', 'n', 'e']",['Love being sarcastic OK_hand_mediumlight_skin_tone'],"['love', 'being', 'sarcastic', 'ok', '_', 'hand', '_', 'medium', '##light', '_', 'skin', '_', 'tone']",Love being sarcastic OK_hand_mediumlight_skin_tone
I love the reactiveness of our current times.,yes,"['i', 'love', 'the', 'reactive', '##ness', 'of', 'our', 'current', 'times', '.']","['I', ' ', 'l', 'o', 'v', 'e', ' ', 't', 'h', 'e', ' ', 'r', 'e', 'a', 'c', 't', 'i', 'v', 'e', 'n', 'e', 's', 's', ' ', 'o', 'f', ' ', 'o', 'u', 'r', ' ', 'c', 'u', 'r', 'r', 'e', 'n', 't', ' ', 't', 'i', 'm', 'e', 's', '.']",['I love the reactiveness of our current times.'],"['i', 'love', 'the', 'reactive', '##ness', 'of', 'our', 'current', 'times', '.']",I love the reactiveness of our current time .
tun razaks friend.,yes,"['tun', 'ra', '##zak', '##s', 'friend', '.']","['t', 'u', 'n', ' ', 'r', 'a', 'z', 'a', 'k', 's', ' ', 'f', 'r', 'i', 'e', 'n', 'd', '.']",['tun razaks friend.'],"['tun', 'ra', '##zak', '##s', 'friend', '.']",tun razaks friend .
"No.  I am being genuine, my lady.",yes,"['no', '.', 'i', 'am', 'being', 'genuine', ',', 'my', 'lady', '.']","['N', 'o', '.', ' ', ' ', 'I', ' ', 'a', 'm', ' ', 'b', 'e', 'i', 'n', 'g', ' ', 'g', 'e', 'n', 'u', 'i', 'n', 'e', ',', ' ', 'm', 'y', ' ', 'l', 'a', 'd', 'y', '.']","['No.', 'I am being genuine, my lady.']","['no', '.', 'i', 'am', 'being', 'genuine', ',', 'my', 'lady', '.']","No . I am being genuine , my lady ."
yeah thanks a lot  it is really helpful for those of us getting to work  when tram terminates 45 minutes away.,yes,"['yeah', 'thanks', 'a', 'lot', 'it', 'is', 'really', 'helpful', 'for', 'those', 'of', 'us', 'getting', 'to', 'work', 'when', 'tram', 'terminates', '45', 'minutes', 'away', '.']","['y', 'e', 'a', 'h', ' ', 't', 'h', 'a', 'n', 'k', 's', ' ', 'a', ' ', 'l', 'o', 't', ' ', ' ', 'i', 't', ' ', 'i', 's', ' ', 'r', 'e', 'a', 'l', 'l', 'y', ' ', 'h', 'e', 'l', 'p', 'f', 'u', 'l', ' ', 'f', 'o', 'r', ' ', 't', 'h', 'o', 's', 'e', ' ', 'o', 'f', ' ', 'u', 's', ' ', 'g', 'e', 't', 't', 'i', 'n', 'g', ' ', 't', 'o', ' ', 'w', 'o', 'r', 'k', ' ', ' ', 'w', 'h', 'e', 'n', ' ', 't', 'r', 'a', 'm', ' ', 't', 'e', 'r', 'm', 'i', 'n', 'a', 't', 'e', 's', ' ', '4', '5', ' ', 'm', 'i', 'n', 'u', 't', 'e', 's', ' ', 'a', 'w', 'a', 'y', '.']",['yeah thanks a lot  it is really helpful for those of us getting to work  when tram terminates 45 minutes away.'],"['yeah', 'thanks', 'a', 'lot', 'it', 'is', 'really', 'helpful', 'for', 'those', 'of', 'us', 'getting', 'to', 'work', 'when', 'tram', 'terminates', '45', 'minutes', 'away', '.']",yeah thanks a lot it is really helpful for those of u getting to work when tram terminates 45 minute away .
quarterbacks get the girls MIND BLOWN,yes,"['quarterback', '##s', 'get', 'the', 'girls', 'mind', 'blown']","['q', 'u', 'a', 'r', 't', 'e', 'r', 'b', 'a', 'c', 'k', 's', ' ', 'g', 'e', 't', ' ', 't', 'h', 'e', ' ', 'g', 'i', 'r', 'l', 's', ' ', 'M', 'I', 'N', 'D', ' ', 'B', 'L', 'O', 'W', 'N']",['quarterbacks get the girls MIND BLOWN'],"['quarterback', '##s', 'get', 'the', 'girls', 'mind', 'blown']",quarterback get the girl MIND BLOWN
My favorite thing is when random psychos reply to me and argue things I never said.,yes,"['my', 'favorite', 'thing', 'is', 'when', 'random', 'psycho', '##s', 'reply', 'to', 'me', 'and', 'argue', 'things', 'i', 'never', 'said', '.']","['M', 'y', ' ', 'f', 'a', 'v', 'o', 'r', 'i', 't', 'e', ' ', 't', 'h', 'i', 'n', 'g', ' ', 'i', 's', ' ', 'w', 'h', 'e', 'n', ' ', 'r', 'a', 'n', 'd', 'o', 'm', ' ', 'p', 's', 'y', 'c', 'h', 'o', 's', ' ', 'r', 'e', 'p', 'l', 'y', ' ', 't', 'o', ' ', 'm', 'e', ' ', 'a', 'n', 'd', ' ', 'a', 'r', 'g', 'u', 'e', ' ', 't', 'h', 'i', 'n', 'g', 's', ' ', 'I', ' ', 'n', 'e', 'v', 'e', 'r', ' ', 's', 'a', 'i', 'd', '.']",['My favorite thing is when random psychos reply to me and argue things I never said.'],"['my', 'favorite', 'thing', 'is', 'when', 'random', 'psycho', '##s', 'reply', 'to', 'me', 'and', 'argue', 'things', 'i', 'never', 'said', '.']",My favorite thing is when random psycho reply to me and argue thing I never said .
Great running weather,yes,"['great', 'running', 'weather']","['G', 'r', 'e', 'a', 't', ' ', 'r', 'u', 'n', 'n', 'i', 'n', 'g', ' ', 'w', 'e', 'a', 't', 'h', 'e', 'r']",['Great running weather'],"['great', 'running', 'weather']",Great running weather
I think she still has too much clothing.,yes,"['i', 'think', 'she', 'still', 'has', 'too', 'much', 'clothing', '.']","['I', ' ', 't', 'h', 'i', 'n', 'k', ' ', 's', 'h', 'e', ' ', 's', 't', 'i', 'l', 'l', ' ', 'h', 'a', 's', ' ', 't', 'o', 'o', ' ', 'm', 'u', 'c', 'h', ' ', 'c', 'l', 'o', 't', 'h', 'i', 'n', 'g', '.']",['I think she still has too much clothing.'],"['i', 'think', 'she', 'still', 'has', 'too', 'much', 'clothing', '.']",I think she still ha too much clothing .
"Remember, kids,  is more boring and predictable than .",yes,"['remember', ',', 'kids', ',', 'is', 'more', 'boring', 'and', 'predictable', 'than', '.']","['R', 'e', 'm', 'e', 'm', 'b', 'e', 'r', ',', ' ', 'k', 'i', 'd', 's', ',', ' ', ' ', 'i', 's', ' ', 'm', 'o', 'r', 'e', ' ', 'b', 'o', 'r', 'i', 'n', 'g', ' ', 'a', 'n', 'd', ' ', 'p', 'r', 'e', 'd', 'i', 'c', 't', 'a', 'b', 'l', 'e', ' ', 't', 'h', 'a', 'n', ' ', '.']","['Remember, kids,  is more boring and predictable than .']","['remember', ',', 'kids', ',', 'is', 'more', 'boring', 'and', 'predictable', 'than', '.']","Remember , kid , is more boring and predictable than ."
But all I really want is the one with the black panther,yes,"['but', 'all', 'i', 'really', 'want', 'is', 'the', 'one', 'with', 'the', 'black', 'panther']","['B', 'u', 't', ' ', 'a', 'l', 'l', ' ', 'I', ' ', 'r', 'e', 'a', 'l', 'l', 'y', ' ', 'w', 'a', 'n', 't', ' ', 'i', 's', ' ', 't', 'h', 'e', ' ', 'o', 'n', 'e', ' ', 'w', 'i', 't', 'h', ' ', 't', 'h', 'e', ' ', 'b', 'l', 'a', 'c', 'k', ' ', 'p', 'a', 'n', 't', 'h', 'e', 'r']",['But all I really want is the one with the black panther'],"['but', 'all', 'i', 'really', 'want', 'is', 'the', 'one', 'with', 'the', 'black', 'panther']",But all I really want is the one with the black panther
"So I guess that is that, nice work Terry Ryan, you really put together some nice trade deals.",yes,"['so', 'i', 'guess', 'that', 'is', 'that', ',', 'nice', 'work', 'terry', 'ryan', ',', 'you', 'really', 'put', 'together', 'some', 'nice', 'trade', 'deals', '.']","['S', 'o', ' ', 'I', ' ', 'g', 'u', 'e', 's', 's', ' ', 't', 'h', 'a', 't', ' ', 'i', 's', ' ', 't', 'h', 'a', 't', ',', ' ', 'n', 'i', 'c', 'e', ' ', 'w', 'o', 'r', 'k', ' ', 'T', 'e', 'r', 'r', 'y', ' ', 'R', 'y', 'a', 'n', ',', ' ', 'y', 'o', 'u', ' ', 'r', 'e', 'a', 'l', 'l', 'y', ' ', 'p', 'u', 't', ' ', 't', 'o', 'g', 'e', 't', 'h', 'e', 'r', ' ', 's', 'o', 'm', 'e', ' ', 'n', 'i', 'c', 'e', ' ', 't', 'r', 'a', 'd', 'e', ' ', 'd', 'e', 'a', 'l', 's', '.']","['So I guess that is that, nice work Terry Ryan, you really put together some nice trade deals.']","['so', 'i', 'guess', 'that', 'is', 'that', ',', 'nice', 'work', 'terry', 'ryan', ',', 'you', 'really', 'put', 'together', 'some', 'nice', 'trade', 'deals', '.']","So I guess that is that , nice work Terry Ryan , you really put together some nice trade deal ."
Good to see Cris Carter has essentially no repercussions from his fall guy advice.,yes,"['good', 'to', 'see', 'cr', '##is', 'carter', 'has', 'essentially', 'no', 'rep', '##er', '##cus', '##sions', 'from', 'his', 'fall', 'guy', 'advice', '.']","['G', 'o', 'o', 'd', ' ', 't', 'o', ' ', 's', 'e', 'e', ' ', 'C', 'r', 'i', 's', ' ', 'C', 'a', 'r', 't', 'e', 'r', ' ', 'h', 'a', 's', ' ', 'e', 's', 's', 'e', 'n', 't', 'i', 'a', 'l', 'l', 'y', ' ', 'n', 'o', ' ', 'r', 'e', 'p', 'e', 'r', 'c', 'u', 's', 's', 'i', 'o', 'n', 's', ' ', 'f', 'r', 'o', 'm', ' ', 'h', 'i', 's', ' ', 'f', 'a', 'l', 'l', ' ', 'g', 'u', 'y', ' ', 'a', 'd', 'v', 'i', 'c', 'e', '.']",['Good to see Cris Carter has essentially no repercussions from his fall guy advice.'],"['good', 'to', 'see', 'cr', '##is', 'carter', 'has', 'essentially', 'no', 'rep', '##er', '##cus', '##sions', 'from', 'his', 'fall', 'guy', 'advice', '.']",Good to see Cris Carter ha essentially no repercussion from his fall guy advice .
Some People Is So Touching ,yes,"['some', 'people', 'is', 'so', 'touching']","['S', 'o', 'm', 'e', ' ', 'P', 'e', 'o', 'p', 'l', 'e', ' ', 'I', 's', ' ', 'S', 'o', ' ', 'T', 'o', 'u', 'c', 'h', 'i', 'n', 'g', ' ']",['Some People Is So Touching'],"['some', 'people', 'is', 'so', 'touching']",Some People Is So Touching
just said that it was a good idea to wear a sweatsuit tonight. Lol!,yes,"['just', 'said', 'that', 'it', 'was', 'a', 'good', 'idea', 'to', 'wear', 'a', 'sweat', '##suit', 'tonight', '.', 'lo', '##l', '!']","['j', 'u', 's', 't', ' ', 's', 'a', 'i', 'd', ' ', 't', 'h', 'a', 't', ' ', 'i', 't', ' ', 'w', 'a', 's', ' ', 'a', ' ', 'g', 'o', 'o', 'd', ' ', 'i', 'd', 'e', 'a', ' ', 't', 'o', ' ', 'w', 'e', 'a', 'r', ' ', 'a', ' ', 's', 'w', 'e', 'a', 't', 's', 'u', 'i', 't', ' ', 't', 'o', 'n', 'i', 'g', 'h', 't', '.', ' ', 'L', 'o', 'l', '!']","['just said that it was a good idea to wear a sweatsuit tonight.', 'Lol!']","['just', 'said', 'that', 'it', 'was', 'a', 'good', 'idea', 'to', 'wear', 'a', 'sweat', '##suit', 'tonight', '.', 'lo', '##l', '!']",just said that it wa a good idea to wear a sweatsuit tonight . Lol !
oh pls I  to,yes,"['oh', 'pl', '##s', 'i', 'to']","['o', 'h', ' ', 'p', 'l', 's', ' ', 'I', ' ', ' ', 't', 'o']",['oh pls I  to'],"['oh', 'pl', '##s', 'i', 'to']",oh pls I to
Another fine example of cost cutting,yes,"['another', 'fine', 'example', 'of', 'cost', 'cutting']","['A', 'n', 'o', 't', 'h', 'e', 'r', ' ', 'f', 'i', 'n', 'e', ' ', 'e', 'x', 'a', 'm', 'p', 'l', 'e', ' ', 'o', 'f', ' ', 'c', 'o', 's', 't', ' ', 'c', 'u', 't', 't', 'i', 'n', 'g']",['Another fine example of cost cutting'],"['another', 'fine', 'example', 'of', 'cost', 'cutting']",Another fine example of cost cutting
"2 mothers, no father. Or, 2 dads, no mother. Makes total sense, right",yes,"['2', 'mothers', ',', 'no', 'father', '.', 'or', ',', '2', 'dad', '##s', ',', 'no', 'mother', '.', 'makes', 'total', 'sense', ',', 'right']","['2', ' ', 'm', 'o', 't', 'h', 'e', 'r', 's', ',', ' ', 'n', 'o', ' ', 'f', 'a', 't', 'h', 'e', 'r', '.', ' ', 'O', 'r', ',', ' ', '2', ' ', 'd', 'a', 'd', 's', ',', ' ', 'n', 'o', ' ', 'm', 'o', 't', 'h', 'e', 'r', '.', ' ', 'M', 'a', 'k', 'e', 's', ' ', 't', 'o', 't', 'a', 'l', ' ', 's', 'e', 'n', 's', 'e', ',', ' ', 'r', 'i', 'g', 'h', 't']","['2 mothers, no father.', 'Or, 2 dads, no mother.', 'Makes total sense, right']","['2', 'mothers', ',', 'no', 'father', '.', 'or', ',', '2', 'dad', '##s', ',', 'no', 'mother', '.', 'makes', 'total', 'sense', ',', 'right']","2 mother , no father . Or , 2 dad , no mother . Makes total sense , right"
Really She destroyed evidence requested of her by an ongoing FBI investigation! Great reporting CNN!,yes,"['really', 'she', 'destroyed', 'evidence', 'requested', 'of', 'her', 'by', 'an', 'ongoing', 'fbi', 'investigation', '!', 'great', 'reporting', 'cnn', '!']","['R', 'e', 'a', 'l', 'l', 'y', ' ', 'S', 'h', 'e', ' ', 'd', 'e', 's', 't', 'r', 'o', 'y', 'e', 'd', ' ', 'e', 'v', 'i', 'd', 'e', 'n', 'c', 'e', ' ', 'r', 'e', 'q', 'u', 'e', 's', 't', 'e', 'd', ' ', 'o', 'f', ' ', 'h', 'e', 'r', ' ', 'b', 'y', ' ', 'a', 'n', ' ', 'o', 'n', 'g', 'o', 'i', 'n', 'g', ' ', 'F', 'B', 'I', ' ', 'i', 'n', 'v', 'e', 's', 't', 'i', 'g', 'a', 't', 'i', 'o', 'n', '!', ' ', 'G', 'r', 'e', 'a', 't', ' ', 'r', 'e', 'p', 'o', 'r', 't', 'i', 'n', 'g', ' ', 'C', 'N', 'N', '!']","['Really She destroyed evidence requested of her by an ongoing FBI investigation!', 'Great reporting CNN!']","['really', 'she', 'destroyed', 'evidence', 'requested', 'of', 'her', 'by', 'an', 'ongoing', 'fbi', 'investigation', '!', 'great', 'reporting', 'cnn', '!']",Really She destroyed evidence requested of her by an ongoing FBI investigation ! Great reporting CNN !
U know your day is great when you are having diarrhoea for days and u have a bad cough smirking_face,yes,"['u', 'know', 'your', 'day', 'is', 'great', 'when', 'you', 'are', 'having', 'dia', '##rr', '##hoe', '##a', 'for', 'days', 'and', 'u', 'have', 'a', 'bad', 'cough', 'smirk', '##ing', '_', 'face']","['U', ' ', 'k', 'n', 'o', 'w', ' ', 'y', 'o', 'u', 'r', ' ', 'd', 'a', 'y', ' ', 'i', 's', ' ', 'g', 'r', 'e', 'a', 't', ' ', 'w', 'h', 'e', 'n', ' ', 'y', 'o', 'u', ' ', 'a', 'r', 'e', ' ', 'h', 'a', 'v', 'i', 'n', 'g', ' ', 'd', 'i', 'a', 'r', 'r', 'h', 'o', 'e', 'a', ' ', 'f', 'o', 'r', ' ', 'd', 'a', 'y', 's', ' ', 'a', 'n', 'd', ' ', 'u', ' ', 'h', 'a', 'v', 'e', ' ', 'a', ' ', 'b', 'a', 'd', ' ', 'c', 'o', 'u', 'g', 'h', ' ', 's', 'm', 'i', 'r', 'k', 'i', 'n', 'g', '_', 'f', 'a', 'c', 'e']",['U know your day is great when you are having diarrhoea for days and u have a bad cough smirking_face'],"['u', 'know', 'your', 'day', 'is', 'great', 'when', 'you', 'are', 'having', 'dia', '##rr', '##hoe', '##a', 'for', 'days', 'and', 'u', 'have', 'a', 'bad', 'cough', 'smirk', '##ing', '_', 'face']",U know your day is great when you are having diarrhoea for day and u have a bad cough smirking_face
Why does  have the WORST scheduling I enjoy having 5 hrs between classes and my one day off taken away,yes,"['why', 'does', 'have', 'the', 'worst', 'scheduling', 'i', 'enjoy', 'having', '5', 'hr', '##s', 'between', 'classes', 'and', 'my', 'one', 'day', 'off', 'taken', 'away']","['W', 'h', 'y', ' ', 'd', 'o', 'e', 's', ' ', ' ', 'h', 'a', 'v', 'e', ' ', 't', 'h', 'e', ' ', 'W', 'O', 'R', 'S', 'T', ' ', 's', 'c', 'h', 'e', 'd', 'u', 'l', 'i', 'n', 'g', ' ', 'I', ' ', 'e', 'n', 'j', 'o', 'y', ' ', 'h', 'a', 'v', 'i', 'n', 'g', ' ', '5', ' ', 'h', 'r', 's', ' ', 'b', 'e', 't', 'w', 'e', 'e', 'n', ' ', 'c', 'l', 'a', 's', 's', 'e', 's', ' ', 'a', 'n', 'd', ' ', 'm', 'y', ' ', 'o', 'n', 'e', ' ', 'd', 'a', 'y', ' ', 'o', 'f', 'f', ' ', 't', 'a', 'k', 'e', 'n', ' ', 'a', 'w', 'a', 'y']",['Why does  have the WORST scheduling I enjoy having 5 hrs between classes and my one day off taken away'],"['why', 'does', 'have', 'the', 'worst', 'scheduling', 'i', 'enjoy', 'having', '5', 'hr', '##s', 'between', 'classes', 'and', 'my', 'one', 'day', 'off', 'taken', 'away']",Why doe have the WORST scheduling I enjoy having 5 hr between class and my one day off taken away
Colour me surprised. NDP Open To Coalition Government With Liberals To Take Down Tories,yes,"['colour', 'me', 'surprised', '.', 'ndp', 'open', 'to', 'coalition', 'government', 'with', 'liberals', 'to', 'take', 'down', 'tori', '##es']","['C', 'o', 'l', 'o', 'u', 'r', ' ', 'm', 'e', ' ', 's', 'u', 'r', 'p', 'r', 'i', 's', 'e', 'd', '.', ' ', 'N', 'D', 'P', ' ', 'O', 'p', 'e', 'n', ' ', 'T', 'o', ' ', 'C', 'o', 'a', 'l', 'i', 't', 'i', 'o', 'n', ' ', 'G', 'o', 'v', 'e', 'r', 'n', 'm', 'e', 'n', 't', ' ', 'W', 'i', 't', 'h', ' ', 'L', 'i', 'b', 'e', 'r', 'a', 'l', 's', ' ', 'T', 'o', ' ', 'T', 'a', 'k', 'e', ' ', 'D', 'o', 'w', 'n', ' ', 'T', 'o', 'r', 'i', 'e', 's']","['Colour me surprised.', 'NDP Open To Coalition Government With Liberals To Take Down Tories']","['colour', 'me', 'surprised', '.', 'ndp', 'open', 'to', 'coalition', 'government', 'with', 'liberals', 'to', 'take', 'down', 'tori', '##es']",Colour me surprised . NDP Open To Coalition Government With Liberals To Take Down Tories
