Tweet,Sarcasm,tokens
As I sniffle and cough through this head coldweather change crap...      ...,yes,"['As', 'I', 'sniffle', 'and', 'cough', 'through', 'this', 'head', 'coldweather', 'change', 'crap', '...   ...']"
"crickey, I did not know johny wilkinson won   the World Cup!!!!!  cheers sky",yes,"['crickey', ',', 'I', 'did', 'not', 'know', 'johny', 'wilkinson', 'won', 'the', 'World', 'Cup', '!', '!', '!', 'cheers', 'sky']"
"Here comes my favorite person in the whole world,",yes,"['Here', 'comes', 'my', 'favorite', 'person', 'in', 'the', 'whole', 'world', ',']"
lol... I find this hilarious.,yes,"['lol', '...', 'I', 'find', 'this', 'hilarious', '.']"
the holy war What is this game you speak of Doubt it is important enough to play ever year. maybe every 3,yes,"['the', 'holy', 'war', 'What', 'is', 'this', 'game', 'you', 'speak', 'of', 'Doubt', 'it', 'is', 'important', 'enough', 'to', 'play', 'ever', 'year', '.', 'maybe', 'every', '3']"
New driver in the No2 car,yes,"['New', 'driver', 'in', 'the', 'No2', 'car']"
"Accept from others as it requires  thinking, discerning meaning beneath d surface, which cd b a hallmark of .",yes,"['Accept', 'from', 'others', 'as', 'it', 'requires', 'thinking', ',', 'discerning', 'meaning', 'beneath', 'd', 'surface', ',', 'which', 'cd', 'b', 'a', 'hallmark', 'of', '.']"
I totally enjoyed a 9 hour shift in the rain today...,yes,"['I', 'totally', 'enjoyed', 'a', '9', 'hour', 'shift', 'in', 'the', 'rain', 'today', '...']"
Its almost as if no one can tackle anyone out here. Very troubling for the cover team.,yes,"['Its', 'almost', 'as', 'if', 'no', 'one', 'can', 'tackle', 'anyone', 'out', 'here', '.', 'Very', 'troubling', 'for', 'the', 'cover', 'team', '.']"
"If you have to take phone calls, you are too old to text or you are a drug dealer",yes,"['If', 'you', 'have', 'to', 'take', 'phone', 'calls', ',', 'you', 'are', 'too', 'old', 'to', 'text', 'or', 'you', 'are', 'a', 'drug', 'dealer']"
Who actually thinks that,yes,"['Who', 'actually', 'thinks', 'that']"
Yes. I find it extremely sexy when your nasty self honks and hollers at me while I am out for a run unamused_face,yes,"['Yes', '.', 'I', 'find', 'it', 'extremely', 'sexy', 'when', 'your', 'nasty', 'self', 'honks', 'and', 'hollers', 'at', 'me', 'while', 'I', 'am', 'out', 'for', 'a', 'run', 'unamused_face']"
I would have thought that my daily political rantings and sarcasm have gotten me more followers.,yes,"['I', 'would', 'have', 'thought', 'that', 'my', 'daily', 'political', 'rantings', 'and', 'sarcasm', 'have', 'gotten', 'me', 'more', 'followers', '.']"
"Since stand up comics are a minority in India, they should apply for reservation too.",yes,"['Since', 'stand', 'up', 'comics', 'are', 'a', 'minority', 'in', 'India', ',', 'they', 'should', 'apply', 'for', 'reservation', 'too', '.']"
What!  I am shocked!  Throw the abusers in jail.   runs rampant in the UN....amp in govt.,yes,"['What', '!', 'I', 'am', 'shocked', '!', 'Throw', 'the', 'abusers', 'in', 'jail', '.', 'runs', 'rampant', 'in', 'the', 'UN', '...', 'amp', 'in', 'govt', '.']"
Oh Shes 8! WELL THAT MAKES IT FUCKING BETTER THEN!!!!111!1!11!ONE!!!EXPLANATIONMARK!!!! FUCK,yes,"['Oh', 'Shes', '8', '!', 'WELL', 'THAT', 'MAKES', 'IT', 'FUCKING', 'BETTER', 'THEN', '!', '!', '!', '111', '!', '1', '!', '11', '!', 'ONE', '!', '!', '!', 'EXPLANATIONMARK', '!', '!', '!', 'FUCK']"
im so  about my  tomorrow  I have always wanted my 511  220lb frame to be stuck in a small tube for 30 mins,yes,"['im', 'so', 'about', 'my', 'tomorrow', 'I', 'have', 'always', 'wanted', 'my', '511', '220lb', 'frame', 'to', 'be', 'stuck', 'in', 'a', 'small', 'tube', 'for', '30', 'mins']"
"What did the Pacific Ocean say to the Atlantic Ocean Nothing, it just waved!",yes,"['What', 'did', 'the', 'Pacific', 'Ocean', 'say', 'to', 'the', 'Atlantic', 'Ocean', 'Nothing', ',', 'it', 'just', 'waved', '!']"
Why I said that.,no,"['Why', 'I', 'said', 'that', '.']"
Brady will recoup all lost wages by doing commercials for a wireless provider for the purchase of phone insurance,yes,"['Brady', 'will', 'recoup', 'all', 'lost', 'wages', 'by', 'doing', 'commercials', 'for', 'a', 'wireless', 'provider', 'for', 'the', 'purchase', 'of', 'phone', 'insurance']"
Such CLASSY girls this season!,yes,"['Such', 'CLASSY', 'girls', 'this', 'season', '!']"
"Yes, and Swerved was so good that it angered talents, prompting its cancellation. Too good for a second season.",yes,"['Yes', ',', 'and', 'Swerved', 'was', 'so', 'good', 'that', 'it', 'angered', 'talents', ',', 'prompting', 'its', 'cancellation', '.', 'Too', 'good', 'for', 'a', 'second', 'season', '.']"
"Working up a nice prework sweat this morning, thanks !",yes,"['Working', 'up', 'a', 'nice', 'prework', 'sweat', 'this', 'morning', ',', 'thanks', '!']"
"This is great, I get to see people live tweet wresting. Awesome.",yes,"['This', 'is', 'great', ',', 'I', 'get', 'to', 'see', 'people', 'live', 'tweet', 'wresting', '.', 'Awesome', '.']"
thanks  for closing half the Detroit banks so now I have to travel a few miles further then wait in a long line on 2 tellers.,yes,"['thanks', 'for', 'closing', 'half', 'the', 'Detroit', 'banks', 'so', 'now', 'I', 'have', 'to', 'travel', 'a', 'few', 'miles', 'further', 'then', 'wait', 'in', 'a', 'long', 'line', 'on', '2', 'tellers', '.']"
Dont you just hate people that have two faces Like how did they get so lucky... grinning_face_with_sweat,yes,"['Dont', 'you', 'just', 'hate', 'people', 'that', 'have', 'two', 'faces', 'Like', 'how', 'did', 'they', 'get', 'so', 'lucky', '...', 'grinning_face_with_sweat']"
"Evil plan Ship 100s of Jeep Cherokee to , exploit remote hack, eliminate targets.",yes,"['Evil', 'plan', 'Ship', '100s', 'of', 'Jeep', 'Cherokee', 'to', ',', 'exploit', 'remote', 'hack', ',', 'eliminate', 'targets', '.']"
I dont understand what you mean.,yes,"['I', 'dont', 'understand', 'what', 'you', 'mean', '.']"
of  The resemblance is uncanny.,yes,"['of', 'The', 'resemblance', 'is', 'uncanny', '.']"
BREAKING!! The Release of OTIX and OTX Announced!,yes,"['BREAKING', '!', '!', 'The', 'Release', 'of', 'OTIX', 'and', 'OTX', 'Announced', '!']"
I love solo queue on cs go!!!,yes,"['I', 'love', 'solo', 'queue', 'on', 'cs', 'go', '!', '!', '!']"
"Whoa, whoa, two favorites on that last tweet in under five minutes. I am DEFINITELY popufur now!",yes,"['Whoa', ',', 'whoa', ',', 'two', 'favorites', 'on', 'that', 'last', 'tweet', 'in', 'under', 'five', 'minutes', '.', 'I', 'am', 'DEFINITELY', 'popufur', 'now', '!']"
The world needs more pictures of food. Maybe.,yes,"['The', 'world', 'needs', 'more', 'pictures', 'of', 'food', '.', 'Maybe', '.']"
welcome to the wonderful life of repaying student loans! Its a blast!,yes,"['welcome', 'to', 'the', 'wonderful', 'life', 'of', 'repaying', 'student', 'loans', '!', 'Its', 'a', 'blast', '!']"
Trump Builds Giant Wall Around Press Conference to Keep Jorge Ramos Out  sort of,yes,"['Trump', 'Builds', 'Giant', 'Wall', 'Around', 'Press', 'Conference', 'to', 'Keep', 'Jorge', 'Ramos', 'Out', 'sort', 'of']"
Wow... I slowed down drastically from this morning... Wonder what has changed,yes,"['Wow', '...', 'I', 'slowed', 'down', 'drastically', 'from', 'this', 'morning', '...', 'Wonder', 'what', 'has', 'changed']"
". Oh, but it is ALWAYS about them.",yes,"['.', 'Oh', ',', 'but', 'it', 'is', 'ALWAYS', 'about', 'them', '.']"
Lots of online publishing works missed because of my very good  Internet connection. Youre NUMBER 1!,yes,"['Lots', 'of', 'online', 'publishing', 'works', 'missed', 'because', 'of', 'my', 'very', 'good', 'Internet', 'connection', '.', 'Youre', 'NUMBER', '1', '!']"
Open carry is legal in MO... GREAT!! Lets encourage everyone to show up with a gun.,yes,"['Open', 'carry', 'is', 'legal', 'in', 'MO', '...', 'GREAT', '!', '!', 'Lets', 'encourage', 'everyone', 'to', 'show', 'up', 'with', 'a', 'gun', '.']"
If the  could trade Joe Blanton for David Price straight up would you do it,yes,"['If', 'the', 'could', 'trade', 'Joe', 'Blanton', 'for', 'David', 'Price', 'straight', 'up', 'would', 'you', 'do', 'it']"
Lets try to outlaw hatchets too,yes,"['Lets', 'try', 'to', 'outlaw', 'hatchets', 'too']"
Fabulous! now I am covered in hives!,yes,"['Fabulous', '!', 'now', 'I', 'am', 'covered', 'in', 'hives', '!']"
No fun tonight!,yes,"['No', 'fun', 'tonight', '!']"
"I think Clays history, which means Shelli will cry and be whiny. Cant wait for that.",yes,"['I', 'think', 'Clays', 'history', ',', 'which', 'means', 'Shelli', 'will', 'cry', 'and', 'be', 'whiny', '.', 'Cant', 'wait', 'for', 'that', '.']"
why is patrick kane being investigate by the police considered big news if they didnt find anything...,yes,"['why', 'is', 'patrick', 'kane', 'being', 'investigate', 'by', 'the', 'police', 'considered', 'big', 'news', 'if', 'they', 'didnt', 'find', 'anything', '...']"
How dare you interpret what another human being said!  You have no right.,yes,"['How', 'dare', 'you', 'interpret', 'what', 'another', 'human', 'being', 'said', '!', 'You', 'have', 'no', 'right', '.']"
This is a great example of how powerful and worthy all political parties are in Lebanon.,yes,"['This', 'is', 'a', 'great', 'example', 'of', 'how', 'powerful', 'and', 'worthy', 'all', 'political', 'parties', 'are', 'in', 'Lebanon', '.']"
After they both named all of the other provinces and territories too!,yes,"['After', 'they', 'both', 'named', 'all', 'of', 'the', 'other', 'provinces', 'and', 'territories', 'too', '!']"
Imagine if all the stones in front of my house turns to gold amp I get them all.. what a year this would be!,yes,"['Imagine', 'if', 'all', 'the', 'stones', 'in', 'front', 'of', 'my', 'house', 'turns', 'to', 'gold', 'amp', 'I', 'get', 'them', 'all', '..', 'what', 'a', 'year', 'this', 'would', 'be', '!']"
Everyone seems so happy to be here!,yes,"['Everyone', 'seems', 'so', 'happy', 'to', 'be', 'here', '!']"
Being allergic to Mosquitos is fantastic because when you get bit it looks like you have a welt the size of a quarter unamused_face....,yes,"['Being', 'allergic', 'to', 'Mosquitos', 'is', 'fantastic', 'because', 'when', 'you', 'get', 'bit', 'it', 'looks', 'like', 'you', 'have', 'a', 'welt', 'the', 'size', 'of', 'a', 'quarter', 'unamused_face', '...']"
"Harry Kane says he wants to become a spurs legend, well he is sorted that already, now for the big move.",yes,"['Harry', 'Kane', 'says', 'he', 'wants', 'to', 'become', 'a', 'spurs', 'legend', ',', 'well', 'he', 'is', 'sorted', 'that', 'already', ',', 'now', 'for', 'the', 'big', 'move', '.']"
"is good Yeah, right       via",yes,"['is', 'good', 'Yeah', ',', 'right', 'via']"
To think an actor needs to be paid to appear in something! The fucking horror of that concept!!,yes,"['To', 'think', 'an', 'actor', 'needs', 'to', 'be', 'paid', 'to', 'appear', 'in', 'something', '!', 'The', 'fucking', 'horror', 'of', 'that', 'concept', '!', '!']"
Pro tip Eat a large packet of toffee popcorn right before HIIT.  ,yes,"['Pro', 'tip', 'Eat', 'a', 'large', 'packet', 'of', 'toffee', 'popcorn', 'right', 'before', 'HIIT', '.']"
Breaking News Ted Heath Tory PM was gay i am shocked He was into very young boys  Tories are nice people we are told.,yes,"['Breaking', 'News', 'Ted', 'Heath', 'Tory', 'PM', 'was', 'gay', 'i', 'am', 'shocked', 'He', 'was', 'into', 'very', 'young', 'boys', 'Tories', 'are', 'nice', 'people', 'we', 'are', 'told', '.']"
done right. LMAO OK_hand,yes,"['done', 'right', '.', 'LMAO', 'OK_hand']"
What an honor.,yes,"['What', 'an', 'honor', '.']"
Oh goody. Fire alarm.  Nice to see everyone comes out when it goes off.,yes,"['Oh', 'goody', '.', 'Fire', 'alarm', '.', 'Nice', 'to', 'see', 'everyone', 'comes', 'out', 'when', 'it', 'goes', 'off', '.']"
"Its the Democrats that are prowomen, right",yes,"['Its', 'the', 'Democrats', 'that', 'are', 'prowomen', ',', 'right']"
Ha! A laugh for your Saturday evening.,yes,"['Ha', '!', 'A', 'laugh', 'for', 'your', 'Saturday', 'evening', '.']"
"Worked for Baltimore. Mayor cleared out the police, and everyone went home peaceful.",yes,"['Worked', 'for', 'Baltimore', '.', 'Mayor', 'cleared', 'out', 'the', 'police', ',', 'and', 'everyone', 'went', 'home', 'peaceful', '.']"
"Acting jobs seeking real doctor, lawyer, priest, etc..that should be for all roles, real burglar, ghost, murderer",yes,"['Acting', 'jobs', 'seeking', 'real', 'doctor', ',', 'lawyer', ',', 'priest', ',', 'etc', '..', 'that', 'should', 'be', 'for', 'all', 'roles', ',', 'real', 'burglar', ',', 'ghost', ',', 'murderer']"
Redknapp and Henry. Now there is a pair of expert opinions,yes,"['Redknapp', 'and', 'Henry', '.', 'Now', 'there', 'is', 'a', 'pair', 'of', 'expert', 'opinions']"
Think of room service!,yes,"['Think', 'of', 'room', 'service', '!']"
Feel free to beep me if this statement is wrong... anguished_facesmirking_faceseenoevil_monkey,yes,"['Feel', 'free', 'to', 'beep', 'me', 'if', 'this', 'statement', 'is', 'wrong', '...', 'anguished_facesmirking_faceseenoevil_monkey']"
"By WAR, Votto is only the sixth best player. I cannot believe he sucks so bad.",yes,"['By', 'WAR', ',', 'Votto', 'is', 'only', 'the', 'sixth', 'best', 'player', '.', 'I', 'cannot', 'believe', 'he', 'sucks', 'so', 'bad', '.']"
What a shock...,yes,"['What', 'a', 'shock', '...']"
"Being both  and  is a lot of work, you know   ",yes,"['Being', 'both', 'and', 'is', 'a', 'lot', 'of', 'work', ',', 'you', 'know']"
What if they cant handle the trophy less season for one more year when barca win league and copa del rey again.,yes,"['What', 'if', 'they', 'cant', 'handle', 'the', 'trophy', 'less', 'season', 'for', 'one', 'more', 'year', 'when', 'barca', 'win', 'league', 'and', 'copa', 'del', 'rey', 'again', '.']"
good to Hirds resignation has had the immediate effect of easing the media pressure off the club,yes,"['good', 'to', 'Hirds', 'resignation', 'has', 'had', 'the', 'immediate', 'effect', 'of', 'easing', 'the', 'media', 'pressure', 'off', 'the', 'club']"
yo but...  it is only a beta...chill,yes,"['yo', 'but', '...', 'it', 'is', 'only', 'a', 'beta', '...', 'chill']"
"Israel is apparently the only country under threat in the Middle East Sure, I totally buy that argument",yes,"['Israel', 'is', 'apparently', 'the', 'only', 'country', 'under', 'threat', 'in', 'the', 'Middle', 'East', 'Sure', ',', 'I', 'totally', 'buy', 'that', 'argument']"
Super motivational,yes,"['Super', 'motivational']"
Online voting is a great idea,yes,"['Online', 'voting', 'is', 'a', 'great', 'idea']"
Another funny Lip Sync serie_3Sarcasm of a Snobbish Air Hostess  ,yes,"['Another', 'funny', 'Lip', 'Sync', 'serie', '_3Sarcasm', 'of', 'a', 'Snobbish', 'Air', 'Hostess']"
Soooo first week of vacation already done ! Freezing cold and rain !!! Swwwweeeeeeeeeeeetttt !,yes,"['Soooo', 'first', 'week', 'of', 'vacation', 'already', 'done', '!', 'Freezing', 'cold', 'and', 'rain', '!', '!', '!', 'Swwwweeeeeeeeeeeetttt', '!']"
You are the human version of headache.,yes,"['You', 'are', 'the', 'human', 'version', 'of', 'headache', '.']"
Love the,yes,"['Love', 'the']"
Another selfie .. how original This was at school,yes,"['Another', 'selfie', '..', 'how', 'original', 'This', 'was', 'at', 'school']"
"could not quite get in there. Just appalling, the lack of attention. Brady is spending more time in court than Kane will",yes,"['could', 'not', 'quite', 'get', 'in', 'there', '.', 'Just', 'appalling', ',', 'the', 'lack', 'of', 'attention', '.', 'Brady', 'is', 'spending', 'more', 'time', 'in', 'court', 'than', 'Kane', 'will']"
"Oh, alien culture aye. I see. Never slipped my mind. Thanks for the enlightenment.",yes,"['Oh', ',', 'alien', 'culture', 'aye', '.', 'I', 'see', '.', 'Never', 'slipped', 'my', 'mind', '.', 'Thanks', 'for', 'the', 'enlightenment', '.']"
global warming is not real bc on my 10 minute drive the temperature went from 7 to 4 degrees.,yes,"['global', 'warming', 'is', 'not', 'real', 'bc', 'on', 'my', '10', 'minute', 'drive', 'the', 'temperature', 'went', 'from', '7', 'to', '4', 'degrees', '.']"
"Phew! If Grant said it, you KNOW it is true.",yes,"['Phew', '!', 'If', 'Grant', 'said', 'it', ',', 'you', 'KNOW', 'it', 'is', 'true', '.']"
"most teachers there for the check...I get it though, some muhfuckas just cant keep up. Whats it to you.",yes,"['most', 'teachers', 'there', 'for', 'the', 'check', '...', 'I', 'get', 'it', 'though', ',', 'some', 'muhfuckas', 'just', 'cant', 'keep', 'up', '.', 'Whats', 'it', 'to', 'you', '.']"
The X Factor.. Rigged! Never!,yes,"['The', 'X', 'Factor', '..', 'Rigged', '!', 'Never', '!']"
Yay!!! Traffic going home too!     91 Fwy,yes,"['Yay', '!', '!', '!', 'Traffic', 'going', 'home', 'too', '!', '91', 'Fwy']"
I love being a girl and accidentally cutting myself when I shave my legs.,yes,"['I', 'love', 'being', 'a', 'girl', 'and', 'accidentally', 'cutting', 'myself', 'when', 'I', 'shave', 'my', 'legs', '.']"
oh my god did you guys know that Cece is A!!!!!,yes,"['oh', 'my', 'god', 'did', 'you', 'guys', 'know', 'that', 'Cece', 'is', 'A', '!', '!', '!']"
"Boob job fund coin bank money jar jug tumbleweed    ceram, LINK",yes,"['Boob', 'job', 'fund', 'coin', 'bank', 'money', 'jar', 'jug', 'tumbleweed', 'ceram', ',', 'LINK']"
EWR TSA how I love you.,yes,"['EWR', 'TSA', 'how', 'I', 'love', 'you', '.']"
I love how well I am treated by the peer of my peers,yes,"['I', 'love', 'how', 'well', 'I', 'am', 'treated', 'by', 'the', 'peer', 'of', 'my', 'peers']"
