Tweet,Sarcasm
I just love getting to work all weekend and have my plans cancled . It's just the best thing ever .  smiling_face_with_horns face_with_steam_from_nose,yes
Nothing like having your entire body in pain before band .  ,yes
Gonna start putting my boyfriend my man crush every Monday to fit in seenoevil_monkey    ,yes
Haha Victoria always on her A game . Telling Derrick  there's no questionI'll be beating you guys in the first comp   ,yes
Add more weeping to your writing with onioninfused paper,yes
So glad Smithson turned into a bitch ,yes
Couldn't be anymore exhausted but I can't sleep  fantastic . ,yes
Having to Google the meaning of at least one word per page of the book I'm reading  ,yes
I love that fog where u can't see 4 feet in front of you . ,yes
I'm glad Banterra answers their 800 number . ,yes
I love shoveling out tons of money for new tires on my car . ,yes
I just love having nightmares and waking up 2 hours early  ,yes
Good job virgin  Good job .,yes
"Anyone wishing to talk to me about the current Scotland situation , please don't unless I approach you first   ",yes
I love being stranded in my car during this storm .  Good study time tho thumbs_up check_mark  hundred_points,yes
Nothing like a relaxing morning walk with a toddler . ,yes
I just love getting a playbyplay of Daves life I'm on snapchat ,yes
I love having a car that doesn't run unamused_face ,yes
I just love spending lunch with myself confused_face ,yes
I mean not having a phone is kinda relaxin .. ,yes
I love when people come and pay in all coins .   ,yes
Gotta stay up and watch the game tonight to make sure Ahmad Bradshaw doesnt score 70 pts  ,yes
"i like to think that if we minnesotans had bought a new stadium for the vikings sooner , the child abuse wouldn't have happened .",yes
I'm going to miss watching the sunrises when I don't have my early class anymore  ,yes
LOVE Being Called into Work on My Day Off ,yes
I literally go grocery shopping to relax . Nothing is more calm to me than a three hour trip to Walmart . ,yes
I miss the screech of a connecting modem  Remember these 10 tech terms ,yes
I literally wake up maybe 15 minutes before I have to leave school . Don't care what I look like at all . ,yes
I LOVE being ignored . Especially by you .  ,yes
I'm glad so many ppl have visited me in Edmond smiling_face  smiling_face  ,yes
Great to see Arby's doing their bit to tackle obesity in America . ,yes
I love how you lied to me instead of telling me the truth .   ,yes
I love when phil & bosco scream my name in the halls  ,yes
Working on my day off  I love my job ,yes
Wow  I can see you're really convicted . ,yes
Nothing I love more than JJ Watt commercials .,yes
I'm feelin super special right about now   ,yes
I love it when nobody texts me back,yes
Absolutely in love with ppl that ignore me ,yes
I just love coming home to my house being 91 degrees grinning_face_with_sweat ,yes
I like to pretend I don't speak Spanish so I can listen to other peoples conversations,yes
anyways I'm so dead been sleep deprived all wk cause of these exams need to have an early one I'll speak to you after goodnight smiling_face_with_smiling_eyes,yes
"Oh damn , no more Jersey Shore .  ",yes
A locker door to the face really feels amazing  OK_hand ,yes
I love being able to not fall asleep .,yes
Being a  & a  does  make one a  .  one who has been married & divorced 4011 times is  .,yes
I just realized everyone in the Lizzie McGuire movie are supposed to be 12 . ,yes
What a great way to start off the day ,yes
I just love when I'm listening to my music on shuffle and then all of a sudden U2 starts playing .  ,yes
"I love when 5 cop cars come flying by my house , makes me feel like I live in a good neighborhood  grinning_face_with_sweat",yes
"I literally think I wrote 200 full , top to bottom , notecards in less than 2 hours last night .   pencil  inbox_tray outbox_tray",yes
i literally cnt sit down and watch football .. I don't know why i just cnt ,yes
Good thing I really wanted to go to hc senior year .. ,yes
Concussions are cool . ,yes
I look really good without makeup  ,yes
"I literally told you to go away the first time , and you still continue to try to find me and talk to me . ",yes
I love it when my ipad randomly disconnects from the Internet and won't reconnect,yes
"I just love it when i dont have air in my car , AND my driver's side window doesnt roll down .   ",yes
After a 8am meeting now to domestic abuse training for 7 hours confused_face confused_face confused_face .. oh my god I so love my job at times  .,yes
Awesome just found my lingerie and scrap booking boxes . Just what I've been missing . ,yes
I love going over the same info I put in an email with people that don't look to see if said email is in their inbox ,yes
I have a quiz in an hour . Thanks  professor  for the vague expectations on how to prepare for it . ,yes
Having class from 20 7  Such a good time  grinning_face_with_smiling_eyes  ,yes
I LOVE how my chromebook just crashed . .,yes
I have a very healthy eating lifestyle .. ,yes
I love how Mr . Hahn is fluent in sarcasm .    ,yes
I love when my stepdad hurts my feelings and makes me cry and doesn't even care ..  unamused_face,yes
Some people just suck the fun right of sarcasm when they don't understand that you're making fun of them,yes
I love the manners of people today  ,yes
how I love it when people don't text back smiling_face_with_hearteyes  unamused_face,yes
I love when people run their mouth about something they know nothing about . smiling_face   ,yes
Im going back    ,yes
I love the fact that my mom woke me up .,yes
I just love it when my arena lights go out when I still have  more horses to ride .  ,yes
Realizing that you only shaved one leg ,yes
4 hours of sleep is enough for an entire busy day tomorrow yeahh i'll survive ,yes
Gonna start this again .  ,yes
Glad our new email is working so flawlessly   ,yes
I love when I wake up and go to take a shower and there is no hot water ,yes
Because i wanted to miss 2 important classes today ,yes
I'm his favourite ,yes
Aaand now I'm not gunna be able to fall asleep  This is perfect OK_hand,yes
"I know I'm insane for it , but I have literally wanted to be in a fight club since I was ten .  ",yes
I love driving in the rain and almost rear ending a corvette grinning_face_with_sweat ,yes
going to school with wet TOMS . ,yes
I'm just a yearnin ' for some learnin ' ,yes
"Apparently , i live in a gang infested neighborhood , where i can witness drive by shootings from my front porch   ",yes
"I know I go through some miserable times at work but I could never leave this place , my boss is too awesome  ",yes
"Everyone in the valley is dying of heat , and i'm up here in the rain .  ",yes
Because Nike does not employ anyone who's been arrested for domestic abuse they pulled their sponsorship of Adrian Peterson,yes
I love it when I spill stuff on my crotch while driving RIGHT before I'm about to get out of the car ,yes
Great way to find something out through Facebook   ,yes
I'm done getting my hopes up . pensive_face ,yes
hahaha so surprised in the amount of effort put into that game ,yes
I think I have food poisoning . Joy .,yes
I love going to the gym at this time ,yes
I literally almost get in a car accident at least once a day    ,yes
I just took this photo so I look ugly because at the moment I go to sleep .  I don't speak English  face_savoring_food ,yes
As you can probably tell he's just bursting with energy  sleeping_face,yes
Another class display by Ozil ,yes
At least  has its priorities straight .,yes
i'm so glad i make sense at night when i'm half asleep and complaining . ,yes
Because posting all your problems on social media will make every one of them go away    ,yes
I am literally the biggest creep there is loudly_crying_face   ,yes
I'm going to invent  tanning  ,yes
Coming home to an exploded IPhone GS in your drawer is always fun ,yes
I just love how my parents invade my privacy .. ,yes
Soo much     ,yes
Another heart op right before Christmas   .. Just what I wanted   .. Merry Christmas ya  ,yes
Gotta love weights then sprints then timed miles    ,yes
I love it when I get hit in the face during gym smiling_face_with_hearteyes ,yes
Good thing she made these questions up unamused_face face_with_tears_of_joy ,yes
Being sick is amazing ,yes
I love being ignored ,yes
My favorite prework job  fixing a punctured bike tyre .,yes
"Being able to instantly respond with within seconds of a stupid question is a sign of a healthy  , I believe , I have one .",yes
